pop,sample,super_pop,gender,population_name
JPT,NA18962,EAS,male,japanese
JPT,NA18963,EAS,female,japanese
JPT,NA18964,EAS,female,japanese
JPT,NA18965,EAS,male,japanese
JPT,NA18966,EAS,male,japanese
JPT,NA18967,EAS,male,japanese
JPT,NA18968,EAS,female,japanese
JPT,NA18969,EAS,female,japanese
JPT,NA18997,EAS,female,japanese
JPT,NA18998,EAS,female,japanese
JPT,NA18999,EAS,female,japanese
JPT,NA19000,EAS,male,japanese
JPT,NA19001,EAS,female,japanese
JPT,NA18988,EAS,male,japanese
JPT,NA18989,EAS,male,japanese
JPT,NA18990,EAS,male,japanese
JPT,NA18991,EAS,female,japanese
JPT,NA18992,EAS,female,japanese
JPT,NA18993,EAS,female,japanese
JPT,NA18994,EAS,male,japanese
JPT,NA18995,EAS,male,japanese
JPT,NA19002,EAS,female,japanese
KHV,HG01852,EAS,male,kinh_vietnamese
KHV,HG02070,EAS,male,kinh_vietnamese
KHV,HG01853,EAS,female,kinh_vietnamese
KHV,HG02512,EAS,male,kinh_vietnamese
KHV,HG02067,EAS,male,kinh_vietnamese
KHV,HG02069,EAS,female,kinh_vietnamese
KHV,HG02064,EAS,male,kinh_vietnamese
KHV,HG02072,EAS,female,kinh_vietnamese
KHV,HG02084,EAS,female,kinh_vietnamese
KHV,HG02513,EAS,female,kinh_vietnamese
KHV,HG01855,EAS,female,kinh_vietnamese
KHV,HG02139,EAS,female,kinh_vietnamese
KHV,HG02019,EAS,female,kinh_vietnamese
KHV,HG02073,EAS,male,kinh_vietnamese
KHV,HG02061,EAS,male,kinh_vietnamese
KHV,HG01850,EAS,female,kinh_vietnamese
KHV,HG02138,EAS,male,kinh_vietnamese
KHV,HG01845,EAS,female,kinh_vietnamese
KHV,HG02521,EAS,male,kinh_vietnamese
KHV,HG02060,EAS,female,kinh_vietnamese
KHV,HG02522,EAS,female,kinh_vietnamese
KHV,HG02142,EAS,female,kinh_vietnamese
KHV,HG02085,EAS,male,kinh_vietnamese
KHV,HG02086,EAS,female,kinh_vietnamese
KHV,HG02058,EAS,male,kinh_vietnamese
KHV,HG02136,EAS,female,kinh_vietnamese
KHV,HG02020,EAS,male,kinh_vietnamese
KHV,HG01859,EAS,female,kinh_vietnamese
KHV,HG01847,EAS,female,kinh_vietnamese
KHV,HG01597,EAS,female,kinh_vietnamese
KHV,HG02081,EAS,female,kinh_vietnamese
KHV,HG01846,EAS,male,kinh_vietnamese
KHV,HG01600,EAS,female,kinh_vietnamese
KHV,HG01857,EAS,female,kinh_vietnamese
KHV,HG02016,EAS,female,kinh_vietnamese
KHV,HG01851,EAS,female,kinh_vietnamese
KHV,HG01871,EAS,female,kinh_vietnamese
KHV,HG02057,EAS,female,kinh_vietnamese
KHV,HG02028,EAS,female,kinh_vietnamese
KHV,HG02029,EAS,male,kinh_vietnamese
KHV,HG02082,EAS,male,kinh_vietnamese
KHV,HG01595,EAS,female,kinh_vietnamese
KHV,HG01848,EAS,female,kinh_vietnamese
KHV,HG01849,EAS,male,kinh_vietnamese
KHV,HG02017,EAS,male,kinh_vietnamese
KHV,HG01599,EAS,female,kinh_vietnamese
KHV,HG02023,EAS,male,kinh_vietnamese
KHV,HG01844,EAS,male,kinh_vietnamese
KHV,HG02131,EAS,male,kinh_vietnamese
KHV,HG01840,EAS,male,kinh_vietnamese
KHV,HG02076,EAS,male,kinh_vietnamese
KHV,HG02133,EAS,female,kinh_vietnamese
KHV,HG02134,EAS,male,kinh_vietnamese
KHV,HG02137,EAS,male,kinh_vietnamese
KHV,HG01860,EAS,male,kinh_vietnamese
KHV,HG01596,EAS,male,kinh_vietnamese
KHV,HG01863,EAS,female,kinh_vietnamese
KHV,HG01598,EAS,female,kinh_vietnamese
KHV,HG01864,EAS,male,kinh_vietnamese
KHV,HG01866,EAS,male,kinh_vietnamese
KHV,HG01867,EAS,male,kinh_vietnamese
KHV,HG01843,EAS,female,kinh_vietnamese
KHV,HG01858,EAS,female,kinh_vietnamese
KHV,HG01870,EAS,female,kinh_vietnamese
KHV,HG02078,EAS,female,kinh_vietnamese
KHV,HG02079,EAS,male,kinh_vietnamese
KHV,HG01873,EAS,male,kinh_vietnamese
KHV,HG01874,EAS,female,kinh_vietnamese
KHV,HG01861,EAS,male,kinh_vietnamese
KHV,HG02140,EAS,female,kinh_vietnamese
KHV,HG02141,EAS,male,kinh_vietnamese
KHV,HG02025,EAS,female,kinh_vietnamese
KHV,HG01865,EAS,male,kinh_vietnamese
KHV,HG02116,EAS,male,kinh_vietnamese
KHV,HG02087,EAS,female,kinh_vietnamese
KHV,HG02031,EAS,female,kinh_vietnamese
KHV,HG02075,EAS,female,kinh_vietnamese
KHV,HG02026,EAS,male,kinh_vietnamese
KHV,HG01872,EAS,male,kinh_vietnamese
KHV,HG01842,EAS,male,kinh_vietnamese
KHV,HG01841,EAS,female,kinh_vietnamese
KHV,HG02113,EAS,female,kinh_vietnamese
KHV,HG01862,EAS,female,kinh_vietnamese
KHV,HG01869,EAS,female,kinh_vietnamese
KHV,HG02122,EAS,male,kinh_vietnamese
KHV,HG02088,EAS,male,kinh_vietnamese
KHV,HG02032,EAS,male,kinh_vietnamese
KHV,HG01878,EAS,female,kinh_vietnamese
KHV,HG02048,EAS,female,kinh_vietnamese
KHV,HG02128,EAS,male,kinh_vietnamese
KHV,HG01868,EAS,female,kinh_vietnamese
KHV,HG02050,EAS,male,kinh_vietnamese
KHV,HG02047,EAS,male,kinh_vietnamese
KHV,HG02035,EAS,male,kinh_vietnamese
KHV,HG02130,EAS,female,kinh_vietnamese
KHV,HG02049,EAS,female,kinh_vietnamese
KHV,HG02040,EAS,male,kinh_vietnamese
KHV,HG02127,EAS,female,kinh_vietnamese
KHV,HG02121,EAS,female,kinh_vietnamese
LWK,NA19017,AFR,female,luhya
LWK,NA19020,AFR,male,luhya
LWK,NA19023,AFR,female,luhya
LWK,NA19024,AFR,female,luhya
LWK,NA19019,AFR,female,luhya
LWK,NA19026,AFR,male,luhya
LWK,NA19027,AFR,male,luhya
LWK,NA19028,AFR,male,luhya
LWK,NA19030,AFR,female,luhya
LWK,NA19031,AFR,male,luhya
LWK,NA19035,AFR,male,luhya
LWK,NA19036,AFR,female,luhya
LWK,NA19037,AFR,female,luhya
LWK,NA19038,AFR,female,luhya
LWK,NA19041,AFR,male,luhya
LWK,NA19042,AFR,female,luhya
LWK,NA19043,AFR,male,luhya
LWK,NA19025,AFR,male,luhya
LWK,NA19307,AFR,male,luhya
LWK,NA19308,AFR,male,luhya
LWK,NA19309,AFR,male,luhya
LWK,NA19310,AFR,female,luhya
LWK,NA19312,AFR,male,luhya
LWK,NA19314,AFR,female,luhya
LWK,NA19315,AFR,female,luhya
LWK,NA19316,AFR,female,luhya
LWK,NA19317,AFR,male,luhya
LWK,NA19318,AFR,male,luhya
LWK,NA19319,AFR,male,luhya
LWK,NA19320,AFR,female,luhya
LWK,NA19321,AFR,female,luhya
LWK,NA19323,AFR,female,luhya
LWK,NA19324,AFR,female,luhya
LWK,NA19327,AFR,female,luhya
LWK,NA19328,AFR,female,luhya
LWK,NA19331,AFR,male,luhya
LWK,NA19332,AFR,female,luhya
LWK,NA19334,AFR,male,luhya
LWK,NA19338,AFR,female,luhya
LWK,NA19346,AFR,male,luhya
LWK,NA19347,AFR,male,luhya
LWK,NA19350,AFR,male,luhya
LWK,NA19351,AFR,female,luhya
LWK,NA19355,AFR,female,luhya
LWK,NA19360,AFR,male,luhya
LWK,NA19372,AFR,male,luhya
LWK,NA19374,AFR,male,luhya
LWK,NA19375,AFR,male,luhya
LWK,NA19376,AFR,male,luhya
LWK,NA19377,AFR,female,luhya
LWK,NA19378,AFR,female,luhya
LWK,NA19379,AFR,female,luhya
LWK,NA19380,AFR,male,luhya
LWK,NA19383,AFR,male,luhya
LWK,NA19384,AFR,male,luhya
LWK,NA19385,AFR,male,luhya
LWK,NA19390,AFR,female,luhya
LWK,NA19391,AFR,female,luhya
LWK,NA19393,AFR,male,luhya
LWK,NA19394,AFR,male,luhya
LWK,NA19395,AFR,female,luhya
LWK,NA19397,AFR,male,luhya
LWK,NA19399,AFR,female,luhya
LWK,NA19401,AFR,female,luhya
LWK,NA19403,AFR,female,luhya
LWK,NA19404,AFR,female,luhya
LWK,NA19428,AFR,male,luhya
LWK,NA19429,AFR,male,luhya
LWK,NA19430,AFR,male,luhya
LWK,NA19431,AFR,female,luhya
LWK,NA19434,AFR,female,luhya
LWK,NA19435,AFR,female,luhya
LWK,NA19436,AFR,female,luhya
LWK,NA19437,AFR,female,luhya
LWK,NA19438,AFR,female,luhya
LWK,NA19439,AFR,female,luhya
LWK,NA19440,AFR,female,luhya
LWK,NA19443,AFR,male,luhya
LWK,NA19445,AFR,female,luhya
LWK,NA19446,AFR,female,luhya
LWK,NA19448,AFR,male,luhya
LWK,NA19449,AFR,female,luhya
LWK,NA19451,AFR,male,luhya
LWK,NA19452,AFR,male,luhya
LWK,NA19454,AFR,male,luhya
LWK,NA19455,AFR,male,luhya
LWK,NA19456,AFR,female,luhya
LWK,NA19457,AFR,female,luhya
LWK,NA19461,AFR,male,luhya
LWK,NA19462,AFR,female,luhya
LWK,NA19463,AFR,female,luhya
LWK,NA19466,AFR,male,luhya
LWK,NA19467,AFR,female,luhya
LWK,NA19468,AFR,female,luhya
LWK,NA19471,AFR,female,luhya
LWK,NA19472,AFR,female,luhya
LWK,NA19473,AFR,female,luhya
LWK,NA19474,AFR,female,luhya
LWK,NA19475,AFR,female,luhya
MSL,HG03432,AFR,male,mende
MSL,HG03088,AFR,female,mende
MSL,HG03397,AFR,male,mende
MSL,HG03086,AFR,female,mende
MSL,HG03081,AFR,male,mende
MSL,HG03428,AFR,female,mende
MSL,HG03085,AFR,female,mende
MSL,HG03079,AFR,female,mende
MSL,HG03547,AFR,male,mende
MSL,HG03484,AFR,male,mende
MSL,HG03084,AFR,male,mende
MSL,HG03485,AFR,female,mende
MSL,HG03394,AFR,male,mende
MSL,HG03548,AFR,female,mende
MSL,HG03082,AFR,female,mende
MSL,HG03212,AFR,female,mende
MSL,HG03419,AFR,female,mende
MSL,HG03052,AFR,female,mende
MSL,HG03458,AFR,female,mende
MSL,HG03433,AFR,male,mende
MSL,HG03072,AFR,male,mende
MSL,HG03457,AFR,male,mende
MSL,HG03073,AFR,female,mende
MSL,HG03074,AFR,male,mende
MSL,HG03077,AFR,male,mende
MSL,HG03078,AFR,male,mende
MSL,HG03449,AFR,female,mende
MSL,HG03401,AFR,female,mende
MSL,HG03410,AFR,female,mende
MSL,HG03455,AFR,female,mende
MSL,HG03224,AFR,male,mende
MSL,HG03225,AFR,male,mende
MSL,HG03460,AFR,male,mende
MSL,HG03436,AFR,male,mende
MSL,HG03437,AFR,female,mende
MSL,HG03096,AFR,male,mende
MSL,HG03097,AFR,female,mende
MSL,HG03385,AFR,male,mende
MSL,HG03388,AFR,male,mende
MSL,HG03391,AFR,male,mende
MSL,HG03451,AFR,male,mende
MSL,HG03452,AFR,female,mende
MSL,HG03479,AFR,female,mende
MSL,HG03057,AFR,male,mende
MSL,HG03058,AFR,female,mende
MSL,HG03060,AFR,male,mende
MSL,HG03091,AFR,female,mende
MSL,HG03095,AFR,female,mende
MSL,HG03558,AFR,female,mende
MSL,HG03439,AFR,male,mende
MSL,HG03442,AFR,male,mende
MSL,HG03445,AFR,male,mende
MSL,HG03446,AFR,female,mende
MSL,HG03567,AFR,female,mende
MSL,HG03054,AFR,male,mende
MSL,HG03055,AFR,female,mende
MSL,HG03575,AFR,female,mende
MSL,HG03577,AFR,male,mende
MSL,HG03578,AFR,female,mende
MSL,HG03556,AFR,male,mende
MSL,HG03557,AFR,female,mende
MSL,HG03464,AFR,female,mende
MSL,HG03469,AFR,male,mende
MSL,HG03470,AFR,female,mende
MSL,HG03472,AFR,male,mende
MSL,HG03473,AFR,female,mende
MSL,HG03565,AFR,male,mende
MSL,HG03571,AFR,male,mende
MSL,HG03572,AFR,female,mende
MSL,HG03209,AFR,male,mende
MSL,HG03376,AFR,male,mende
MSL,HG03378,AFR,female,mende
MSL,HG03583,AFR,female,mende
MSL,HG03461,AFR,female,mende
MSL,HG03563,AFR,female,mende
MSL,HG03063,AFR,male,mende
MSL,HG03380,AFR,female,mende
MSL,HG03382,AFR,male,mende
MSL,HG03478,AFR,male,mende
MSL,HG03559,AFR,male,mende
MSL,HG03064,AFR,female,mende
MSL,HG03476,AFR,female,mende
MSL,HG03061,AFR,female,mende
MSL,HG03066,AFR,male,mende
MSL,HG03069,AFR,male,mende
MXL,NA19652,AMR,male,mexican_american
MXL,NA19654,AMR,female,mexican_american
MXL,NA19655,AMR,male,mexican_american
MXL,NA19679,AMR,male,mexican_american
MXL,NA19681,AMR,female,mexican_american
MXL,NA19682,AMR,male,mexican_american
MXL,NA19684,AMR,female,mexican_american
MXL,NA19678,AMR,female,mexican_american
MXL,NA19717,AMR,male,mexican_american
MXL,NA19719,AMR,female,mexican_american
MXL,NA19720,AMR,male,mexican_american
MXL,NA19722,AMR,female,mexican_american
MXL,NA19657,AMR,female,mexican_american
MXL,NA19658,AMR,male,mexican_american
MXL,NA19661,AMR,male,mexican_american
MXL,NA19663,AMR,female,mexican_american
MXL,NA19664,AMR,male,mexican_american
MXL,NA19669,AMR,female,mexican_american
MXL,NA19670,AMR,male,mexican_american
MXL,NA19676,AMR,male,mexican_american
MXL,NA19716,AMR,female,mexican_american
MXL,NA19740,AMR,female,mexican_american
MXL,NA19741,AMR,male,mexican_american
MXL,NA19746,AMR,female,mexican_american
MXL,NA19747,AMR,male,mexican_american
MXL,NA19749,AMR,female,mexican_american
MXL,NA19750,AMR,male,mexican_american
MXL,NA19752,AMR,female,mexican_american
MXL,NA19755,AMR,female,mexican_american
MXL,NA19756,AMR,male,mexican_american
MXL,NA19758,AMR,female,mexican_american
MXL,NA19759,AMR,male,mexican_american
MXL,NA19761,AMR,female,mexican_american
MXL,NA19762,AMR,male,mexican_american
MXL,NA19764,AMR,female,mexican_american
MXL,NA19770,AMR,female,mexican_american
MXL,NA19771,AMR,male,mexican_american
MXL,NA19773,AMR,female,mexican_american
MXL,NA19774,AMR,male,mexican_american
MXL,NA19776,AMR,female,mexican_american
MXL,NA19777,AMR,male,mexican_american
MXL,NA19779,AMR,female,mexican_american
MXL,NA19780,AMR,male,mexican_american
MXL,NA19782,AMR,female,mexican_american
MXL,NA19783,AMR,male,mexican_american
MXL,NA19785,AMR,female,mexican_american
MXL,NA19786,AMR,male,mexican_american
MXL,NA19788,AMR,female,mexican_american
MXL,NA19789,AMR,male,mexican_american
MXL,NA19792,AMR,male,mexican_american
MXL,NA19794,AMR,female,mexican_american
MXL,NA19795,AMR,male,mexican_american
MXL,NA19723,AMR,male,mexican_american
MXL,NA19725,AMR,female,mexican_american
MXL,NA19726,AMR,male,mexican_american
MXL,NA19728,AMR,female,mexican_american
MXL,NA19729,AMR,male,mexican_american
MXL,NA19731,AMR,female,mexican_american
MXL,NA19732,AMR,male,mexican_american
MXL,NA19734,AMR,female,mexican_american
MXL,NA19735,AMR,male,mexican_american
MXL,NA19648,AMR,female,mexican_american
MXL,NA19649,AMR,male,mexican_american
MXL,NA19651,AMR,female,mexican_american
PEL,HG01577,AMR,male,peruvian
PEL,HG01578,AMR,female,peruvian
PEL,HG01572,AMR,female,peruvian
PEL,HG01921,AMR,female,peruvian
PEL,HG02345,AMR,female,peruvian
PEL,HG02348,AMR,female,peruvian
PEL,HG01923,AMR,male,peruvian
PEL,HG01924,AMR,female,peruvian
PEL,HG01565,AMR,male,peruvian
PEL,HG01566,AMR,female,peruvian
PEL,HG01571,AMR,male,peruvian
PEL,HG02252,AMR,female,peruvian
PEL,HG01991,AMR,male,peruvian
PEL,HG01992,AMR,female,peruvian
PEL,HG01926,AMR,male,peruvian
PEL,HG01927,AMR,female,peruvian
PEL,HG02003,AMR,female,peruvian
PEL,HG02006,AMR,female,peruvian
PEL,HG02008,AMR,male,peruvian
PEL,HG02266,AMR,female,peruvian
PEL,HG02271,AMR,male,peruvian
PEL,HG02272,AMR,female,peruvian
PEL,HG02274,AMR,male,peruvian
PEL,HG02275,AMR,female,peruvian
PEL,HG02277,AMR,male,peruvian
PEL,HG02089,AMR,female,peruvian
PEL,HG01970,AMR,male,peruvian
PEL,HG02312,AMR,female,peruvian
PEL,HG01973,AMR,female,peruvian
PEL,HG01892,AMR,male,peruvian
PEL,HG01893,AMR,female,peruvian
PEL,HG01977,AMR,male,peruvian
PEL,HG01979,AMR,male,peruvian
PEL,HG01980,AMR,female,peruvian
PEL,HG01982,AMR,male,peruvian
PEL,HG01938,AMR,male,peruvian
PEL,HG01917,AMR,male,peruvian
PEL,HG01918,AMR,female,peruvian
PEL,HG01920,AMR,male,peruvian
PEL,HG02278,AMR,female,peruvian
PEL,HG02253,AMR,male,peruvian
PEL,HG01997,AMR,female,peruvian
PEL,HG02002,AMR,male,peruvian
PEL,HG02150,AMR,male,peruvian
PEL,HG01932,AMR,male,peruvian
PEL,HG01933,AMR,female,peruvian
PEL,HG01935,AMR,male,peruvian
PEL,HG01936,AMR,female,peruvian
PEL,HG02298,AMR,female,peruvian
PEL,HG01939,AMR,female,peruvian
PEL,HG01941,AMR,male,peruvian
PEL,HG01942,AMR,female,peruvian
PEL,HG01968,AMR,female,peruvian
PEL,HG01945,AMR,female,peruvian
PEL,HG02090,AMR,male,peruvian
PEL,HG01948,AMR,female,peruvian
PEL,HG02102,AMR,female,peruvian
PEL,HG02285,AMR,male,peruvian
PEL,HG02286,AMR,female,peruvian
PEL,HG02291,AMR,male,peruvian
PEL,HG02292,AMR,female,peruvian
PEL,HG01967,AMR,male,peruvian
PEL,HG02299,AMR,male,peruvian
PEL,HG02301,AMR,female,peruvian
PEL,HG02304,AMR,male,peruvian
PEL,HG01974,AMR,male,peruvian
PEL,HG01944,AMR,male,peruvian
PEL,HG01971,AMR,female,peruvian
PEL,HG02146,AMR,male,peruvian
PEL,HG02265,AMR,male,peruvian
PEL,HG01976,AMR,female,peruvian
PEL,HG02260,AMR,female,peruvian
PEL,HG02262,AMR,male,peruvian
PEL,HG01965,AMR,female,peruvian
PEL,HG02147,AMR,female,peruvian
PEL,HG02259,AMR,male,peruvian
PEL,HG01961,AMR,male,peruvian
PEL,HG01947,AMR,male,peruvian
PEL,HG01954,AMR,female,peruvian
PEL,HG01953,AMR,male,peruvian
PEL,HG02104,AMR,male,peruvian
PEL,HG02105,AMR,female,peruvian
PEL,HG01951,AMR,female,peruvian
PEL,HG01950,AMR,male,peruvian
PEL,HG02425,AMR,female,peruvian
PJL,HG02654,SAS,male,punjabi
PJL,HG03660,SAS,male,punjabi
PJL,HG02603,SAS,male,punjabi
PJL,HG02660,SAS,male,punjabi
PJL,HG03663,SAS,male,punjabi
PJL,HG02658,SAS,female,punjabi
PJL,HG02652,SAS,female,punjabi
PJL,HG02681,SAS,male,punjabi
PJL,HG03667,SAS,male,punjabi
PJL,HG03668,SAS,female,punjabi
PJL,HG02737,SAS,female,punjabi
PJL,HG03238,SAS,female,punjabi
PJL,HG02600,SAS,male,punjabi
PJL,HG02604,SAS,female,punjabi
PJL,HG03021,SAS,male,punjabi
PJL,HG03705,SAS,male,punjabi
PJL,HG03649,SAS,male,punjabi
PJL,HG02655,SAS,female,punjabi
PJL,HG02657,SAS,male,punjabi
PJL,HG02684,SAS,male,punjabi
PJL,HG01593,SAS,female,punjabi
PJL,HG03016,SAS,female,punjabi
PJL,HG02601,SAS,female,punjabi
PJL,HG02691,SAS,female,punjabi
PJL,HG03015,SAS,male,punjabi
PJL,HG02792,SAS,male,punjabi
PJL,HG03652,SAS,male,punjabi
PJL,HG03653,SAS,female,punjabi
PJL,HG02700,SAS,female,punjabi
PJL,HG02778,SAS,female,punjabi
PJL,HG02734,SAS,female,punjabi
PJL,HG02736,SAS,male,punjabi
PJL,HG03624,SAS,male,punjabi
PJL,HG02685,SAS,female,punjabi
PJL,HG02687,SAS,male,punjabi
PJL,HG02688,SAS,female,punjabi
PJL,HG02690,SAS,male,punjabi
PJL,HG03640,SAS,female,punjabi
PJL,HG01583,SAS,male,punjabi
PJL,HG02697,SAS,female,punjabi
PJL,HG02699,SAS,male,punjabi
PJL,HG02651,SAS,male,punjabi
PJL,HG01589,SAS,male,punjabi
PJL,HG02780,SAS,male,punjabi
PJL,HG02682,SAS,female,punjabi
PJL,HG03488,SAS,female,punjabi
PJL,HG03625,SAS,female,punjabi
PJL,HG03629,SAS,male,punjabi
PJL,HG03631,SAS,female,punjabi
PJL,HG02597,SAS,male,punjabi
PJL,HG02661,SAS,female,punjabi
PJL,HG03019,SAS,female,punjabi
PJL,HG02648,SAS,male,punjabi
PJL,HG02649,SAS,female,punjabi
PJL,HG03703,SAS,female,punjabi
PJL,HG03702,SAS,male,punjabi
PJL,HG02733,SAS,male,punjabi
PJL,HG03619,SAS,female,punjabi
PJL,HG03709,SAS,female,punjabi
PJL,HG03490,SAS,male,punjabi
PJL,HG03706,SAS,female,punjabi
PJL,HG03708,SAS,male,punjabi
PJL,HG02694,SAS,female,punjabi
PJL,HG03636,SAS,male,punjabi
PJL,HG02790,SAS,female,punjabi
PJL,HG02725,SAS,female,punjabi
PJL,HG03491,SAS,female,punjabi
PJL,HG02696,SAS,male,punjabi
PJL,HG02728,SAS,female,punjabi
PJL,HG02774,SAS,male,punjabi
PJL,HG03762,SAS,female,punjabi
PJL,HG02783,SAS,male,punjabi
PJL,HG03634,SAS,female,punjabi
PJL,HG02775,SAS,female,punjabi
PJL,HG02731,SAS,female,punjabi
PJL,HG02727,SAS,male,punjabi
PJL,HG01586,SAS,male,punjabi
PJL,HG02494,SAS,female,punjabi
PJL,HG02493,SAS,male,punjabi
PJL,HG02789,SAS,male,punjabi
PJL,HG03228,SAS,male,punjabi
PJL,HG03767,SAS,male,punjabi
PJL,HG02490,SAS,male,punjabi
PJL,HG03235,SAS,female,punjabi
PJL,HG03765,SAS,female,punjabi
PJL,HG02491,SAS,female,punjabi
PJL,HG02793,SAS,female,punjabi
PJL,HG03229,SAS,female,punjabi
PJL,HG02787,SAS,female,punjabi
PJL,HG03022,SAS,female,punjabi
PJL,HG03018,SAS,male,punjabi
PJL,HG02786,SAS,male,punjabi
PJL,HG03234,SAS,male,punjabi
PJL,HG02724,SAS,male,punjabi
PJL,HG02784,SAS,female,punjabi
PJL,HG03237,SAS,male,punjabi
PUR,HG00553,AMR,male,puerto_rican
PUR,HG00551,AMR,female,puerto_rican
PUR,HG00638,AMR,female,puerto_rican
PUR,HG00731,AMR,male,puerto_rican
PUR,HG00637,AMR,male,puerto_rican
PUR,HG00736,AMR,male,puerto_rican
PUR,HG00737,AMR,female,puerto_rican
PUR,HG00739,AMR,male,puerto_rican
PUR,HG00740,AMR,female,puerto_rican
PUR,HG00742,AMR,male,puerto_rican
PUR,HG00743,AMR,female,puerto_rican
PUR,HG00640,AMR,male,puerto_rican
PUR,HG00641,AMR,female,puerto_rican
PUR,HG00554,AMR,female,puerto_rican
PUR,HG01325,AMR,male,puerto_rican
PUR,HG01326,AMR,female,puerto_rican
PUR,HG00732,AMR,female,puerto_rican
PUR,HG00734,AMR,female,puerto_rican
PUR,HG01098,AMR,female,puerto_rican
PUR,HG01101,AMR,male,puerto_rican
PUR,HG01102,AMR,female,puerto_rican
PUR,HG01104,AMR,male,puerto_rican
PUR,HG01105,AMR,female,puerto_rican
PUR,HG01107,AMR,male,puerto_rican
PUR,HG01311,AMR,male,puerto_rican
PUR,HG01312,AMR,female,puerto_rican
PUR,HG01323,AMR,female,puerto_rican
PUR,HG01048,AMR,male,puerto_rican
PUR,HG01049,AMR,female,puerto_rican
PUR,HG01051,AMR,male,puerto_rican
PUR,HG01052,AMR,female,puerto_rican
PUR,HG01054,AMR,male,puerto_rican
PUR,HG01055,AMR,female,puerto_rican
PUR,HG01058,AMR,female,puerto_rican
PUR,HG01060,AMR,male,puerto_rican
PUR,HG01061,AMR,female,puerto_rican
PUR,HG01063,AMR,male,puerto_rican
PUR,HG01108,AMR,female,puerto_rican
PUR,HG01110,AMR,male,puerto_rican
PUR,HG01047,AMR,male,puerto_rican
PUR,HG01069,AMR,male,puerto_rican
PUR,HG01070,AMR,female,puerto_rican
PUR,HG01072,AMR,male,puerto_rican
PUR,HG01073,AMR,female,puerto_rican
PUR,HG01075,AMR,male,puerto_rican
PUR,HG01077,AMR,female,puerto_rican
PUR,HG01079,AMR,male,puerto_rican
PUR,HG01080,AMR,female,puerto_rican
PUR,HG01082,AMR,male,puerto_rican
PUR,HG01083,AMR,female,puerto_rican
PUR,HG01085,AMR,male,puerto_rican
PUR,HG01086,AMR,female,puerto_rican
PUR,HG01088,AMR,male,puerto_rican
PUR,HG01089,AMR,female,puerto_rican
PUR,HG01092,AMR,female,puerto_rican
PUR,HG01094,AMR,male,puerto_rican
PUR,HG01095,AMR,female,puerto_rican
PUR,HG01183,AMR,female,puerto_rican
PUR,HG01187,AMR,male,puerto_rican
PUR,HG01188,AMR,female,puerto_rican
PUR,HG01190,AMR,male,puerto_rican
PUR,HG01191,AMR,female,puerto_rican
PUR,HG01197,AMR,male,puerto_rican
PUR,HG01198,AMR,female,puerto_rican
PUR,HG01200,AMR,male,puerto_rican
PUR,HG01204,AMR,male,puerto_rican
PUR,HG01111,AMR,female,puerto_rican
PUR,HG01241,AMR,male,puerto_rican
PUR,HG01242,AMR,female,puerto_rican
PUR,HG01247,AMR,male,puerto_rican
PUR,HG01248,AMR,female,puerto_rican
PUR,HG01167,AMR,male,puerto_rican
PUR,HG01161,AMR,male,puerto_rican
PUR,HG01162,AMR,female,puerto_rican
PUR,HG01164,AMR,male,puerto_rican
PUR,HG01067,AMR,female,puerto_rican
PUR,HG01168,AMR,female,puerto_rican
PUR,HG01064,AMR,female,puerto_rican
PUR,HG01066,AMR,male,puerto_rican
PUR,HG01182,AMR,male,puerto_rican
PUR,HG01174,AMR,female,puerto_rican
PUR,HG01176,AMR,male,puerto_rican
PUR,HG01177,AMR,female,puerto_rican
PUR,HG01393,AMR,female,puerto_rican
PUR,HG01286,AMR,male,puerto_rican
PUR,HG01097,AMR,male,puerto_rican
PUR,HG01392,AMR,male,puerto_rican
PUR,HG01171,AMR,female,puerto_rican
PUR,HG01173,AMR,male,puerto_rican
PUR,HG01302,AMR,male,puerto_rican
PUR,HG01170,AMR,male,puerto_rican
PUR,HG01413,AMR,male,puerto_rican
PUR,HG01414,AMR,female,puerto_rican
PUR,HG01205,AMR,female,puerto_rican
PUR,HG01412,AMR,male,puerto_rican
PUR,HG01303,AMR,female,puerto_rican
PUR,HG01305,AMR,male,puerto_rican
PUR,HG01308,AMR,male,puerto_rican
PUR,HG01395,AMR,male,puerto_rican
PUR,HG01403,AMR,female,puerto_rican
PUR,HG01396,AMR,female,puerto_rican
PUR,HG01398,AMR,male,puerto_rican
PUR,HG01405,AMR,male,puerto_rican
PUR,HG01402,AMR,male,puerto_rican
STU,HG03837,SAS,male,sri_lankan
STU,HG03856,SAS,male,sri_lankan
STU,HG03642,SAS,female,sri_lankan
STU,HG03645,SAS,female,sri_lankan
STU,HG03646,SAS,male,sri_lankan
STU,HG03836,SAS,female,sri_lankan
STU,HG04006,SAS,male,sri_lankan
STU,HG03999,SAS,male,sri_lankan
STU,HG03741,SAS,female,sri_lankan
STU,HG03857,SAS,female,sri_lankan
STU,HG04003,SAS,male,sri_lankan
STU,HG03744,SAS,male,sri_lankan
STU,HG03745,SAS,male,sri_lankan
STU,HG03746,SAS,male,sri_lankan
STU,HG03750,SAS,male,sri_lankan
STU,HG03752,SAS,female,sri_lankan
STU,HG03753,SAS,male,sri_lankan
STU,HG03754,SAS,female,sri_lankan
STU,HG03755,SAS,male,sri_lankan
STU,HG03998,SAS,male,sri_lankan
